27	077	Northwest Minnesota nonmetropolitan area
27	079	Minneapolis-St. Paul-Bloomington, MN-WI
27	081	Southwest Minnesota nonmetropolitan area
27	083	Southwest Minnesota nonmetropolitan area
27	085	Southwest Minnesota nonmetropolitan area
27	087	Northwest Minnesota nonmetropolitan area
27	089	Northwest Minnesota nonmetropolitan area
27	093	Southwest Minnesota nonmetropolitan area
27	095	Minneapolis-St. Paul-Bloomington, MN-WI
27	097	Northwest Minnesota nonmetropolitan area
27	101	Southwest Minnesota nonmetropolitan area
27	105	Southwest Minnesota nonmetropolitan area
27	107	Northwest Minnesota nonmetropolitan area
27	111	Northwest Minnesota nonmetropolitan area
27	113	Northwest Minnesota nonmetropolitan area
27	117	Southwest Minnesota nonmetropolitan area
27	121	Northwest Minnesota nonmetropolitan area
27	123	Minneapolis-St. Paul-Bloomington, MN-WI
27	125	Northwest Minnesota nonmetropolitan area
27	127	Southwest Minnesota nonmetropolitan area
27	129	Southwest Minnesota nonmetropolitan area
27	133	Southwest Minnesota nonmetropolitan area
27	135	Northwest Minnesota nonmetropolitan area
27	139	Minneapolis-St. Paul-Bloomington, MN-WI
27	141	Minneapolis-St. Paul-Bloomington, MN-WI
27	143	Minneapolis-St. Paul-Bloomington, MN-WI
27	149	Northwest Minnesota nonmetropolitan area
27	151	Southwest Minnesota nonmetropolitan area
27	153	Northwest Minnesota nonmetropolitan area
27	155	Northwest Minnesota nonmetropolitan area
27	159	Northwest Minnesota nonmetropolitan area
27	163	Minneapolis-St. Paul-Bloomington, MN-WI
27	167	Northwest Minnesota nonmetropolitan area
27	171	Minneapolis-St. Paul-Bloomington, MN-WI
27	173	Southwest Minnesota nonmetropolitan area
29	001	North Missouri nonmetropolitan area
29	005	North Missouri nonmetropolitan area
29	007	North Missouri nonmetropolitan area
29	009	Southwest Missouri nonmetropolitan area
29	011	Southwest Missouri nonmetropolitan area
29	013	Kansas City, MO-KS
29	025	Kansas City, MO-KS
29	033	North Missouri nonmetropolitan area
29	037	Kansas City, MO-KS
29	039	Southwest Missouri nonmetropolitan area
29	041	North Missouri nonmetropolitan area
29	045	North Missouri nonmetropolitan area
29	047	Kansas City, MO-KS
29	049	Kansas City, MO-KS
29	057	Southwest Missouri nonmetropolitan area
29	061	North Missouri nonmetropolitan area
29	071	St. Louis, MO-IL
29	075	North Missouri nonmetropolitan area
29	079	North Missouri nonmetropolitan area
29	081	North Missouri nonmetropolitan area
29	087	North Missouri nonmetropolitan area
29	095	Kansas City, MO-KS
29	097	Joplin, MO
29	099	St. Louis, MO-IL
29	103	North Missouri nonmetropolitan area
29	107	Kansas City, MO-KS
29	109	Southwest Missouri nonmetropolitan area
29	111	North Missouri nonmetropolitan area
29	113	St. Louis, MO-IL
29	115	North Missouri nonmetropolitan area
29	117	North Missouri nonmetropolitan area
29	119	Fayetteville-Springdale-Rogers, AR-MO
29	121	North Missouri nonmetropolitan area
29	127	North Missouri nonmetropolitan area
29	129	North Missouri nonmetropolitan area
29	137	North Missouri nonmetropolitan area
29	139	North Missouri nonmetropolitan area
29	145	Joplin, MO
29	147	North Missouri nonmetropolitan area
29	163	North Missouri nonmetropolitan area
29	165	Kansas City, MO-KS
29	171	North Missouri nonmetropolitan area
29	173	North Missouri nonmetropolitan area
29	175	North Missouri nonmetropolitan area
29	177	Kansas City, MO-KS
29	183	St. Louis, MO-IL
29	189	St. Louis, MO-IL
29	197	North Missouri nonmetropolitan area
29	199	North Missouri nonmetropolitan area
29	205	North Missouri nonmetropolitan area
29	209	Southwest Missouri nonmetropolitan area
29	211	North Missouri nonmetropolitan area
29	213	Southwest Missouri nonmetropolitan area
29	217	Southwest Missouri nonmetropolitan area
29	219	St. Louis, MO-IL
29	227	North Missouri nonmetropolitan area
29	510	St. Louis, MO-IL
30	001	Southwest Montana nonmetropolitan area
30	007	Southwest Montana nonmetropolitan area
30	023	Southwest Montana nonmetropolitan area
30	031	Southwest Montana nonmetropolitan area
30	039	Southwest Montana nonmetropolitan area
30	043	Southwest Montana nonmetropolitan area
30	049	Southwest Montana nonmetropolitan area
30	057	Southwest Montana nonmetropolitan area
30	059	Southwest Montana nonmetropolitan area
30	067	Southwest Montana nonmetropolitan area
30	077	Southwest Montana nonmetropolitan area
30	093	Southwest Montana nonmetropolitan area
30	097	Southwest Montana nonmetropolitan area
31	079	Grand Island, NE
31	081	Grand Island, NE
31	093	Grand Island, NE
31	121	Grand Island, NE
32	003	Las Vegas-Henderson-Paradise, NV
32	510	Carson City, NV
34	001	Atlantic City-Hammonton, NJ
34	005	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD
34	007	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD
34	015	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD
34	033	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD
35	001	Albuquerque, NM
35	043	Albuquerque, NM
35	057	Albuquerque, NM
35	061	Albuquerque, NM
36	007	Binghamton, NY
36	029	Buffalo-Cheektowaga-Niagara Falls, NY
36	063	Buffalo-Cheektowaga-Niagara Falls, NY
36	107	Binghamton, NY
37	049	New Bern, NC
37	065	Rocky Mount, NC
37	081	Greensboro-High Point, NC
37	103	New Bern, NC
37	127	Rocky Mount, NC
37	137	New Bern, NC
37	151	Greensboro-High Point, NC
37	157	Greensboro-High Point, NC
38	003	East North Dakota nonmetropolitan area
38	005	East North Dakota nonmetropolitan area
38	019	East North Dakota nonmetropolitan area
38	021	East North Dakota nonmetropolitan area
38	027	East North Dakota nonmetropolitan area
38	031	East North Dakota nonmetropolitan area
38	039	East North Dakota nonmetropolitan area
38	045	East North Dakota nonmetropolitan area
38	047	East North Dakota nonmetropolitan area
38	051	East North Dakota nonmetropolitan area
38	063	East North Dakota nonmetropolitan area
38	067	East North Dakota nonmetropolitan area
38	071	East North Dakota nonmetropolitan area
38	073	East North Dakota nonmetropolitan area
38	077	East North Dakota nonmetropolitan area
38	079	East North Dakota nonmetropolitan area
38	081	East North Dakota nonmetropolitan area
38	091	East North Dakota nonmetropolitan area
38	093	East North Dakota nonmetropolitan area
38	095	East North Dakota nonmetropolitan area
38	097	East North Dakota nonmetropolitan area
38	099	East North Dakota nonmetropolitan area
38	103	East North Dakota nonmetropolitan area
39	041	Columbus, OH
39	045	Columbus, OH
39	049	Columbus, OH
39	073	Columbus, OH
39	089	Columbus, OH
39	097	Columbus, OH
39	117	Columbus, OH
39	127	Columbus, OH
39	129	Columbus, OH
39	133	Akron, OH
39	153	Akron, OH
39	159	Columbus, OH
40	031	Lawton, OK
40	033	Lawton, OK
41	005	Portland-Vancouver-Hillsboro, OR-WA
41	009	Portland-Vancouver-Hillsboro, OR-WA
41	029	Medford, OR
41	051	Portland-Vancouver-Hillsboro, OR-WA
41	067	Portland-Vancouver-Hillsboro, OR-WA
41	071	Portland-Vancouver-Hillsboro, OR-WA
42	011	Reading, PA
42	017	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD
42	029	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD
42	037	Bloomsburg-Berwick, PA
42	041	Harrisburg-Carlisle, PA
42	043	Harrisburg-Carlisle, PA
42	045	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD
42	049	Erie, PA
42	091	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD
42	093	Bloomsburg-Berwick, PA
42	099	Harrisburg-Carlisle, PA
42	101	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD
42	133	York-Hanover, PA
45	017	Columbia, SC
45	039	Columbia, SC
45	055	Columbia, SC
45	063	Columbia, SC
45	079	Columbia, SC
45	081	Columbia, SC
48	037	Texarkana, TX-AR
48	145	Waco, TX
48	309	Waco, TX
51	007	Richmond, VA
51	015	Staunton-Waynesboro, VA
51	033	Richmond, VA
51	036	Richmond, VA
51	041	Richmond, VA
51	053	Richmond, VA
51	075	Richmond, VA
51	085	Richmond, VA
51	087	Richmond, VA
51	101	Richmond, VA
51	127	Richmond, VA
51	145	Richmond, VA
51	149	Richmond, VA
51	183	Richmond, VA
51	570	Richmond, VA
51	670	Richmond, VA
51	730	Richmond, VA
51	760	Richmond, VA
51	790	Staunton-Waynesboro, VA
51	820	Staunton-Waynesboro, VA
53	005	Kennewick-Richland, WA
53	011	Portland-Vancouver-Hillsboro, OR-WA
53	015	Longview, WA
53	021	Kennewick-Richland, WA
53	059	Portland-Vancouver-Hillsboro, OR-WA
55	009	Green Bay, WI
55	017	Eau Claire, WI
55	027	South Central Wisconsin nonmetropolitan area
55	035	Eau Claire, WI
55	043	South Central Wisconsin nonmetropolitan area
55	047	South Central Wisconsin nonmetropolitan area
55	055	South Central Wisconsin nonmetropolitan area
55	059	Chicago-Naperville-Elgin, IL-IN-WI
55	061	Green Bay, WI
55	065	South Central Wisconsin nonmetropolitan area
55	077	South Central Wisconsin nonmetropolitan area
55	079	Milwaukee-Waukesha-West Allis, WI
55	083	Green Bay, WI
55	089	Milwaukee-Waukesha-West Allis, WI
55	093	Minneapolis-St. Paul-Bloomington, MN-WI
55	103	South Central Wisconsin nonmetropolitan area
55	109	Minneapolis-St. Paul-Bloomington, MN-WI
55	111	South Central Wisconsin nonmetropolitan area
55	127	South Central Wisconsin nonmetropolitan area
55	131	Milwaukee-Waukesha-West Allis, WI
55	133	Milwaukee-Waukesha-West Allis, WI
55	135	South Central Wisconsin nonmetropolitan area
55	137	South Central Wisconsin nonmetropolitan area
